Tetun (tdt),Mambai (mgm),English (eng),source
,It nei pivete-bomba? (ai-moruk susuk ni?),Do you have some insect repellent?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei moskiteiru?,Do you have a mosquito net?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei pivete elétriku?,Do you have an (electric) mosquito coil?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au karak telefone lao Australia (Novazelándia).,I would like to make a call to Australia (New Zealand).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak pei livru telefone ni.,I d like to see the telephone directory.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb glae bal númeru rai?,Would you please find me this number?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It hah bal númeru rai ma au?,Will you please dial this number for me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It haruka faks ôs otél rai?,Can I send a fax from this hotel?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id It tradús bal rai ma au.,Would you please translate this for me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba komprende.,I don't understand.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor It tou bal telefonista pun ...,Will you please tell the operator that ...?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor tou bal lao urá pun ...,Please tell him/her that ....,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id ôd bal surat-nora hakerek nor envelope.,"Please bring me some writing, paper and envelopes.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak sak xefe otél rai ni.,I wish to see the manager of the hotel.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei Austrália ro tou pun otél konta mêt nor nam-á.,I was told in Australia that meals would be included.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tug kuartu kid nor riu-hati nor sentina.,I asked for a room with a bath and toilet.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kuartu rai riu-hati ba nei.,This room has no bathroom.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ventuina (ar kondisionadu) ta ba mori kid.,The fan (air-conditioner) is not working.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Torneira er ni ba nei.,There is no water in the tap.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Er-sentina ba sai.,The toilet doesn't flush.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pun favor leb It hadia hur-hur?,Please have it repaired immediately.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Surat-nora sentina ni ba nei.,There is no toilet paper in the room.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lensól-kama ba troka.,The bed linen has not yet been changed.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Xave salmata ni klao tel sôp.,The lock on my door is broken.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei au kuartu ap ba Iio kid.,The light does not work in my room.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id troka lámpada.,Please change the globe.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba tad lae rádiu (televizaun).,I don't know how to work the radio (the television).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba gosta kuartu rai.,I don't like my room.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id glae sul selu ma au.,Please find me another one ..,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ba nam id se karu klao.,It doesn't matter if it's more expensive.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kuartu selu ran folin pil?,How much will the other room cost?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei artúb seri pun barullu.,There are some people making a lot of noise.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au boe bakode.,I can't sleep.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb id her laularán pe pun susar au.,There is a person there bothering me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Konta rai sal katkene.,There is a mistake in this bill.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba hua nam id ôs jeleira.,I did not take anything from the fridge.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba tug nam ra.,I did not ask for this thing.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au pun lako tel xave kuartu ni.,I have lost the key to my room.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au lop kek xave nei rai, ne au ôd?","Do I leave my key here, or can I take it with me?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id né xave kuartu númeru sagúl hatrua-resi-pat ni.,Please give me the key to room 24.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hei lui kek nam folin ni nei im kaixaforte.,I would like to leave something in your safe.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Favór It né sul au relójiu (korrente, dokumentu) ôs kaixaforte.","Please bring me my watch (my jewelry, my documents) from the safe.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór It prepara nota sêl ni.,Please prepare my bill.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sai ada busloi.,I am leaving tomorrow morning.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tuk pil men am leb sai ôs kuartu?,What time must we leave the room in the morning?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id It lui dês rai ma au konta.,Please add this to my bill.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Serve nei rai kode dlo.,The service was very good here.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak rekomenda otél rai lao au kolega sêrgá.,I will be happy to recommend this hotel to my friends.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Banku kid sebi herbae?,Where is the nearest bank?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It tabár bal salolo ma au ôd lao banku?,Can you show me the way to a bank?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tuk pil men banku lae nor ta?,What time does the bank open and close?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lelbán sapa lia men banku lae?,Which days is the bank open?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Troka os hati nei.,Is there a money exchange here?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei bae men au leb troka os?,Where can I change this money?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au troka os nei otél rai?,Can I change money at this hotel?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Dolar nor rupia napai ekivalénsia pil?,What is the current exchange rate for Australian dollars?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Folin napai rai badún kode.,The present exchange rate isn't very good.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak troka xeke-viajen gia lao rupia.,I would like to change these traveller's cheques into rupiah.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak depózitu au osa nei númeru-banku ....,I want to deposit money into the account of ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor né xeke banku en-lao os folin ....,Please prepare me a bank cheque for the amount ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor pun xeke lao dolar amerikanu.,Please make out the cheque in American dollars.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb it aluga karreta nei Ainaru?,Is it possible to rent a car in Ainaro?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karreta rai leb tul artúb ubu-pil?,How many people can fit in that car?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei karreta tu lao artúb ubu- limnaitelu ka rês?,Is there a bigger vehicle available to seat eight or more people?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Aluga lelbán id pil?,How much is the car rental per day?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai konta mêt seguru? (/.,Is insurance included?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,asuransi?) It nei karreta automátiku ne manuál lia?,Do you have an automatic car or only a manual?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pun favór It leb enxe gazolina.,Please fill the tank with petrol.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sêl gazolina ka folin ta put lia?,"Do I pay for the petrol, or is included in the price?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id pei bal óleu nor er.,Please check the oil and water.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei vila bae pe It leb enxe gazolina?,In which towns can we get petrol?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sel lao distánsia met nei?,Is there a mileage charge also?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb gin It karta-kondusaun internasionál?,Please show me your international driver's licence.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au sêl nor kartaun-kréditu?,Can I pay with my credit card?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tenke sêl nor depózitu.,You must pay a deposit.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Favór haruka kondutór ma gase ingles (portugés, tetun, mambae indonézia).","Please send me a driver speaks English (Portuguese, Tetum, Mambai, Indonesian).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hakarak kondutór id lala-kode nor gosta gase.,We would like a friendly driver who likes to chat.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei Timor it ôd karreta nor it lima toi-heko.,In Timor we drive on the left.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ainaru ba nei ap-ana sinaleiru.,There are traffic lights in Ainaro.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Im prepara nam-á meiudia ka nam-á hoda?,Do you serve lunch (dinner)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am leb para karreta nei bae?,Where can we park our car?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tuk pil men im lae nor tá?,What time do you open and close?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Prepara meza kid la am têl.,We want a table for three.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak meza kid lao ada hoda.,I'd like to book a table for tomorrow evening.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It hei medei put.,We will sit together.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb am medei sêb janela?,May we sit near the window?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei janela bae pe am leb pei sai?,Do you have a table with a nice view?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am gosta medei nei hoh.,We prefer to sit outside.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor od kadeira selu ma.,please bring another chair.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hakarak mua nor ên loba lia.,We want something light only.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Am hakarak lia kafé (xa, serveja).","We only want coffee (tea, beer).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id: leb ...?,Excuse me: can you ...?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am ansi dlo.,We are in a hurry.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei rai brusi klao.,It is very hot.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It pun bias? (ar kondisionadu?),Can you put on the fan (air-conditioning)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Favór It hatún (pun mat, muda) múzika ta.","Please turn down (turn off, change) the music.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It toka múzika Timor?,Can you play some Timorese music?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It serve am hati'd?,Can you serve us at once?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am ma sul nei oras id ni lala.,We will come back in one hour.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id ôd lista nam-á ni ma.,Please bring the menu.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nam-á rai kode?,Is this dish good?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nam-á rai brusi (bia)?,Is this dish hot (sweet)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id ôd bal salada ma am.,Please bring us a salad.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id ôd bal sia nor pimenta (mina) ma.,Please bring salt and pepper (oil).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It sio nau-uvas portugés?,Do you have Portuguese wines?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It serve serveja bae?,What beer do you serve?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb né ...,Do you have ...?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Bonproveitu!,Bon appétit!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ikan rai kode.,This fish is good.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Gala sapid?,What is it called?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It pun mêt kaldeirada?,Do you make fish stew?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au dieta, au balikan mua.",I am on a diet . I can't eat.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Pun favór id ôd paun (er, er-ákua).","Please bring bread (water, mineral water).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba gosta ên nor jelu.,I do not want ice in my drink.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Er rai gnon tel sôp?,Has this water been boiled?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba gosta er torneira: favór ôd ákua ma.,I don't want water from the tap; please bring mineral water.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ra ba mo kid.,This is not fresh.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nam-á rai bakode.,This food is bad.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai nei hula demais.,This has too much fat.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei sus-era paraôd sur put nor xa (kafé) rai?,Do you have milk for the tea (coffee)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Baléb pôs masmidar lao xa (kafé).,Don't put sugar in my tea (coffee).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au gosta xa (kafé) nor er nakali dlo.,"I'd like my tea (coffee) boiling hot, not lukewarm.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id ôd nam midar seri ma mua nor kafé.,Please bring something sweet to eat with the coffee.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Napai nei sobremeza sapa?,What dessert do you have today?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór ôd sigarru ma.,Please bring me some cigarettes.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au leb has lima herbae?,Can I wash my hands?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kazadebanu herbae?,Where is the toilet?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Surat-nora sentina ni ba nei.,There is no toilet paper.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ma lolai tom lia salolo rai.,(Come/go) this way.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba et.,I can't find it.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb tabár ma au?,Please show me the way.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór ôd konta ma.,Please bring the bill.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Konta rai sal katkene.,There is a mistake in the bill.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It ba ôd nam gia.,You did not bring us this.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Deskulpa, au pun sal.","Sorry, I made a mistake.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei troka?,Do you have change?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nam-á napai kode.,The meal was very good.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id né bal palitu ma.,May I have some toothpicks?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai nam loba kid au né lao It.,This is a tip for you.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id hur-hur: am nei tempu katkene.,Please hurry: we have little time.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hati rai serve artúb kode dlo.,The service here is very good.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Napai am hana lao Same.,Today we want to go to Same.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Aluga karreta lao Ermera sêl pil?,How much do you charge for the trip to Ermera?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lao-ma sêl pil?,How much will you charge take us there and back?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hakarak fila sul ma Ainaru.,We want to return to Ainaro on the same day.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ôs rai lao rat laularán oras pil?,How many hours is it from here to there?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Dambát rai kode?,Is the road good?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hakarak deskansa nei hati kid ôd mua meiudia (ôd ên kafé).,\Ne would like to stop somewhere for lunch (for coffee).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hakarak vizita igreja nei Aileu.,We would like to visit the church in Aileu.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak lao kumprimenta amupadre pároku.,I would like to pay my respects to the parish priest.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id fila lao lima dlo.,Please turn right.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id fila lao lima toi-heko.,Please turn left.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lao dlo lia.,Go straight ahead.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Baléb plar makás.,Don't drive so fast.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Plar hel-hel lia.,Slow down.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Prega It sintu karreta ni ta pun tama.,Please fasten your seat belt.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor pun mat tel: au ba gosta plig múzika kid.,Please turn the radio off . I don't want to listen to music.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hatún katkene volume ta: bohaha demais.,Please turn the radio down: it is very loud.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Dambát rai ta.,The road is closed.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei hati tropa ni: it balikan tio.,There is an army road block: we cannot continue our journey.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tenke fila tio hoho.,We must turn back.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Dambát kdot dês er slog (er du).,The road is cut by flood waters.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ponte ba kode . Rai perigozu para it tio.,This bridge is too dangerous to cross.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karreta rua xoke lor nei dambát- kurva ran.,There was a collision (of two cars) at that bend in the road.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke glae hati enxe loi gazolina.,I must stop to buy more petrol.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke pôs óleu (er) lao karreta.,I must put oil (water) in the car.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karreta roda gua.,We have a flat tyre.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke troka.,I must change the wheel.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor leb sai ôs karreta.,Please get out of the car.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id gnan au nei rai: Au sei ma hur-hur.,Please wait here for me: I will come back soon,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It para bal nei hati seri . Au sente moras.,’ lease stop somewhere: I am feeling sick.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór para bal . Au hana lao sintina.,Please stop: I must go to the toilet.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Se It sente moras, pei lao ahe: baléb pei lao hoho (lao sua).","If you are feeling sick, look ahead: don't look back (don't look down).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karreta klao tel.,The car has broken down.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke ôd lao hadia.,I must have it repaired.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tenke boe nei knua rai.,We will have to spend the night in this village.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am beli (mro) klao.,We are hungry (thirsty) now.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb it para hur-hur para it ôd al nam?,Can we stop soon to buy something?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sehél it mua (it ên) put.,I would be happy for you to eat (drink) with me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Baléb suat.,Don't be shy.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am ôd nam-á nor er.,We brought some food and drink.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It gosta?,Would you like some?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hati rai gala sapa?,What is this place called?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei amupadre seri hela nei rai?,Is there a priest living here?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei madre hela nei vila rai?,Are there nuns in this town?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei rai doutór nei?,Is there a doctor here?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei enfermeiru (enfermeira) nei klfniku?,Is there a nurse or a clinic?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór It gnan: Am hei vizita bal artúb rai.,Please wait while we visit person.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór It ma al am nei tuk têl.,Please come back for us at three o'clock.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It pal karreta kapás dlo.,You are a very good driver.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai os kole ni lao It.,Here is a tip.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,(Rai ôd al sigarru.),Please accept this gift.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"It nei kartaun nor gala, diresaun no númeru-telefone?","Do you have a card with name, address and phone number?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak hameno It tio au kolega sêrgá.,I will be happy to recommend you to other people.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Bondia (botarde, bonoite).",Hello.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,gala bae?,What is your name?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au vizitante ôs rae-Novazelándia.,I am a visitor from New Zealand.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au doutór (enfermeira, mestre, padre, madre) ôs Austrália.","I am a doctor (nurse, teacher, priest, nun) from Australia.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au gala Senór...Senora ...,My name is ....,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au gala Padre...Madre ...,"My name is Father..., Sister ...",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au lala-kontente ma sak It.,I am very happy to meet you.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au ma ôs Estadus Unidus, rae- Filipinas, rae-lnglaterra, rae- Irlanda).","I am (we are) from USA (Philippines, England, Ireland).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hela nei Sydney (Londres).,I live in Sydney (London).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au konese Timór-ana niri nei Melbourne.,I know many Timorese people in Melbourne.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au kolega kode kid ôs Timor hela nei Darwin.,I have a good Timorese friend in Darwin.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It kaben-nain?,Are you married?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Senora rai It kaben?,Is this lady your wife?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei ana pil?,How many children do you have?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ana nei lim: mau-mane rua nor bui-hine tel.,I have five children: two boys and three girls.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai au ana-mane (rai-hine).,This is my son (my daughter).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá gala bae?,What is his name?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom gala bae?,What are their names?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá-ni gala ...,His (her) name is ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá tona pil?,How old is he?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá ton sagúl.,He is ten years old.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ama mate tel sôp.,My father is dead.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It serbi's sapa?,What is your profession?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au mestre.,I am a teacher.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It gosta serbis Ita ta?,Do you like your job?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It ôs Ermera?,Do you come from Ermera?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It mori nei bae?,Where were you born?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei ká nor kau pil?,(to a child) have you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom mori mêt.,Are they all alive?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá mate arpi' l?,When did he die?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Koitadu.,I am sorry to hear that.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au pei It ama ni rate?,May I visit your father's grave?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,smaga.,| would like to pray for his soul.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am hakarak lui ai-funan lao urá-ni rate.,We would like to place some flowers on his/her grave.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai au fami'lia ni letratu.,Here is a photo of my family.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei familia kode?,You have a beautiful family.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It ana gar mes edukadu mêt.,Your children are well brought-up.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kmanek tu kid ma au ôd vizita It uma.,I am very honoured to visit your home.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pun favor sim bal nam rai.,Please accept this small gift.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It mêt pun nam kode ma au.,You have all been very kind to me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sei hanoin nam bae pe It ne kode ma au.,I will remember your kindness to me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Maromak pe hei sêl It hahalok kode kid la am.,May God reward you for your kindness to us.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hei reza la im arpi' l pun orasaun.,I will remember you (and your family) in my prayers.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Maromak hei né bensa la It nor It fami'lia.,May God bless you and your family.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hei ba mlig ma vizita hati rai.,I will not forget my visit here.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Baléb mlig au: it hei komunika lao lor.,Don't forget me: we must keep in touch.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Diresaun au nei Austrália pe rai.,Here is my address in Australia.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
